Ward,Province,Municipality,Hazard,District,Incident on,Title,tweets
7,Bagmati,Ichchhyakamana,Flood,Chitwan,2021-06-30,"Flood at Haripur, Ichchhyakamana Rural Municipality-7","🚨 Urgent Alert 🚨
Flood hits Haripur, Ichchhyakamana Rural Municipality-7 in Chitwan, Bagmati Province. Stay safe and follow local authorities' instructions. #FloodAlert #Haripur #Chitwan #Bagmati"
3,Lumbini,Banglachuli,Flood,Dang,2021-06-28,"Flood at Kattike, Banglachuli Rural Municipality-3","🚨 #Flood Alert 🚨

🌊 A devastating flood has hit Kattike, Banglachuli Rural Municipality-3, Dang, Lumbini Province. Stay safe and take necessary precautions. #Emergency #NaturalDisaster #StaySafe"
8,Madhesh,Madhav Narayan,Flood,Rautahat,2021-06-27,"Flood at Piparajawada, Madhav Narayan Municipality-8","""🚨 Urgent Alert! 🚨 A devastating flood has hit Piparajawada in Madhav Narayan Municipality-8, Rautahat. Please stay safe and take necessary precautions. #FloodAlert #MadheshStrong #StaySafe"""
4,Sudurpashchim,Purbichauki,Flood,Doti,2021-06-26,Flood at Purbichauki Rural Municipality-4,"🚨 #FloodAlert 🚨

🌊 A devastating flood has hit Purbichauki Rural Municipality-4, Doti. Stay safe and follow local authorities' instructions. #Flood #Sudurpashchim #Doti #StaySafe"
11,Lumbini,Ghorahi,Flood,Dang,2021-06-26,"Flood at Shivapur, Ghorahi Submetropolitan City-11","🚨 Just in! A major flood has hit Shivapur, Ghorahi Submetropolitan City-11 in Dang district, Lumbini Province. Stay safe and follow local authorities' instructions. #FloodAlert #StaySafe #ShivapurFlood"
4,Lumbini,Rajapur,Flood,Bardiya,2021-06-26,"Flood at Nepalgunj Rajpur, Rajapur Municipality-4","🚨 #FloodAlert 🚨

🌊 A devastating flood has hit Nepalgunj Rajpur, Rajapur Municipality-4 in Bardiya district, Lumbini province. 

📅 Incident Date: 2021-06-26
📍 Location: Rajapur Municipality-4, Bardiya

Stay safe and take necessary precautions! #NepalFloods #StaySafe"
3,Lumbini,Lamahi,Flood,Dang,2021-06-23,"Flood at Phalkapur, Lamahi Municipality-3","🚨 Flood Alert! 🚨
Phalkapur in Lamahi Municipality-3, Dang, Lumbini Province is experiencing severe flooding. Stay safe and follow local authorities' instructions. 🌊 #FloodAlert #StaySafe #Dang #Lumbini"
2,Gandaki,Dharche,Flood,Gorkha,2021-06-19,"Flood at Keruja, Dharche Rural Municipality-2","🚨 Flood Alert 🚨

Floods have hit Keruja in Dharche Rural Municipality-2, Gorkha. Stay safe and follow local authority instructions. #Floods #StaySafe #Gorkha #Nepal"
8,Bagmati,Temal,Flood,Kavrepalanchok,2021-06-17,"Flood at Chhapakhori, Temal Rural Municipality-8","🚨 Urgent Update 🚨

🌊 Flood Alert 🌊

Floods have hit Chhapakhori, Temal Rural Municipality-8 in Kavrepalanchok, Bagmati Province. Stay safe and take necessary precautions. #FloodAlert #StaySafe #Kavrepalanchok #Bagmati"
5,Lumbini,Mayadevi,Flood,Rupandehi,2021-06-17,"Flood at Gonaha, Mayadevi Rural Municipality-5","🚨 Urgent Alert! 🚨
Flood strikes Gonaha, Mayadevi Rural Municipality-5, Rupandehi, Lumbini Province. Stay safe and follow local authorities' instructions. #FloodAlert #Nepal #StaySafe"
3,Gandaki,Chum Nubri,Flood,Gorkha,2021-06-16,"Flood at Salreli, Chum Nubri Rural Municipality-3","🚨 Flood Alert 🚨

🌊 A devastating flood has hit Salreli, Chum Nubri Rural Municipality-3 in Gorkha District, Gandaki Province. Stay safe and follow local authorities' instructions. #FloodAlert #GorkhaFloods2021"
8,Gandaki,Dordi,Flood,Lamjung,2021-06-16,"Flood at Judikhet, Dordi Rural Municipality-8","🚨 #FloodAlert 🚨

🌊 A devastating flood has hit Judikhet, Dordi Rural Municipality-8 in Lamjung, Gandaki Province. Stay safe and seek higher ground immediately. Our thoughts are with the affected community. #StaySafe #Lamjung #Gandaki #Flood #Emergency"
5,Gandaki,Galyang,Flood,Syangja,2021-06-16,"Flood at Setibeni, Galyang Municipality-5","🚨 Flood Alert 🚨

Floods have struck Setibeni in Galyang Municipality-5, Syangja District, Gandaki Province. Stay safe and follow local authorities' instructions. #Floods #Syangja #Gandaki #StaySafe"
10,Bagmati,Bhumlu,Flood,Kavrepalanchok,2021-06-16,"Flood at Ghimire bagar, Bhumlu Rural Municipality-10","🚨 #FloodAlert 🌊
📍 Ghimire bagar, Bhumlu Rural Municipality-10
📅 Incident: 2021-06-16
🏞️ Province: Bagmati
🏙️ District: Kavrepalanchok
🏢 Municipality: Bhumlu
🚧 Stay safe and take necessary precautions! #Flood #EmergencyResponse"
3,Lumbini,Chhatradev,Flood,Arghakhanchi,2021-06-16,"Flood at Mathurabesi, Chhatradev Rural Municipality-3","🚨Flood Alert🚨
📍Mathurabesi, Chhatradev Rural Municipality-3, Arghakhanchi, Lumbini Province
📅 Incident: 2021-06-16
Stay safe and follow local authorities' instructions. #FloodSafety #Arghakhanchi #Lumbini"
5,Gandaki,Tara Khola,Flood,Baglung,2021-06-16,"Flood at Bhirkuna, Tara Khola Rural Municipality-5","🚨 ALERT 🚨 Flood reported in Bhirkuna, Tara Khola Rural Municipality-5, Baglung, Gandaki Province. Stay safe and follow local authorities' instructions. #FloodAlert #Baglung #Gandaki #StaySafe"
4,Bagmati,Mahalaxmi,Flood,Lalitpur,2021-06-16,"Flood at Harisiddi, Mahalaxmi Municipality-4","🚨 #FloodAlert 🚨
🌊 A severe flood has hit Harisiddi in Mahalaxmi Municipality-4, Lalitpur, Bagmati Province. Stay safe and follow local authorities' instructions. #StaySafe #Flood #Mahalaxmi #Lalitpur #Bagmati"
4,Madhesh,Balan Bihul,Flood,Saptari,2021-06-16,"Flood at Belhi, Balan Bihul Rural Municipality-4","🚨 Just in: A devastating flood has hit Belhi in Balan Bihul Rural Municipality-4, Saptari. Stay safe and take necessary precautions. Our thoughts are with the affected community. 🙏 #FloodAlert #StaySafe #Saptari #Madhesh"
2,Lumbini,Rainadevi Chhahara,Flood,Palpa,2021-06-16,"Flood at sadaiba, Rainadevi Chhahara Rural Municipality-2","🚨 Disaster Alert 🚨

🌊 Flood at Sadaiba, Rainadevi Chhahara Rural Municipality-2, Palpa, Lumbini Province.

📅 Incident Date: 2021-06-16

Stay safe and follow local authorities' instructions. #FloodAlert #StaySafe #Palpa #Lumbini"
4,Gandaki,Chame,Flood,Manang,2021-06-15,Flood at Chame Rural Municipality-4,"🚨 Flood Alert 🚨

🌊 A devastating flood has hit Chame Rural Municipality-4 in Manang district, Gandaki province. Stay safe and follow local authorities for updates. #FloodAlert #Manang #StaySafe"
4,Gandaki,Chame,Flood,Manang,2021-06-15,Flood at Chame Rural Municipality-4,"🚨 Flood Alert! 🌊
Floods have struck Chame Rural Municipality-4 in Manang, Gandaki Province. Stay safe and follow local authorities' instructions. #Floods #StaySafe #ChameRuralMunicipality-4 #Manang #Gandaki"
2,Bagmati,Helambu,Flood,Sindhupalchok,2021-06-15,"Flood at ChiuriKharka, Helambu Rural Municipality-2","🚨 Flood Alert 🚨

🌊 A devastating flood has hit ChiuriKharka, Helambu Rural Municipality-2 in Sindhupalchok district, Bagmati province. Stay safe and follow local authorities' instructions. #FloodAlert #StaySafe #Sindhupalchok #Bagmati"
7,Gandaki,Sundarbazar,Flood,Lamjung,2021-06-15,"Flood at Paudi, Sundarbazar Municipality-7","🚨 BREAKING 🚨
Flood alert in Paudi, Sundarbazar Municipality-7, Lamjung! 🌊💦
Stay safe and follow local authorities' instructions. #FloodAlert #StaySafe #Lamjung #Gandaki"
1,Gandaki,Bandipur,Flood,Tanahu,2021-06-15,"Flood at Chisapani, Bandipur Rural Municipality-1","🚨 #FloodAlert 🚨 
Floods have hit Chisapani in Bandipur Rural Municipality-1, Tanahu. Stay safe and follow local authorities' instructions. #Floods #Emergency #Bandipur #Tanahu #Gandaki"
11,Lumbini,Butwal,Flood,Rupandehi,2021-06-15,"Flood at Tapmjhuwa, Butwal Submetropolitan City-11","🚨 Urgent Update 🚨 
Flood alert in Tapmjhuwa, Butwal Submetropolitan City-11, Rupandehi district, Lumbini province. Stay safe and follow local authorities' instructions. #FloodAlert #Butwal #StaySafe"
3,Lumbini,Mallarani,Flood,Pyuthan,2021-06-15,"Flood at Barbot, Mallarani Rural Municipality-3","🚨 Urgent Alert 🚨
Floods have hit Barbot, Mallarani Rural Municipality-3, Pyuthan. Stay safe, follow local authorities' instructions, and assist those in need. #Floods #Pyuthan #StaySafe"
10,Gandaki,Kushma,Forest Fire,Parbat,2023-12-26,"Forest Fire at Chuwa , Kushma Municipality-10","🔥 Forest Fire Alert 🔥

📍 Chuwa, Kushma Municipality-10, Parbat, Gandaki Province

🚨 A devastating forest fire incident occurred on 2023-12-26. Our thoughts are with the affected community. Stay safe and follow local authorities' instructions. #ForestFire #Parbat #Gandaki"
7,Lumbini,Pyuthan,Forest Fire,Pyuthan,2023-12-26,"Forest Fire at Tunikharka, Pyuthan Municipality-7","🔥 Forest Fire Alert 🔥
A devastating forest fire has broken out in Tunikharka, Pyuthan Municipality-7, Pyuthan District, Lumbini Province on 26th Dec 2023. Please stay safe and follow local authorities' instructions. #ForestFire #Pyuthan #Lumbini"
3,Madhesh,Dhanusadham,Forest Fire,Dhanusa,2023-12-23,"Forest Fire at Kishanpur , Dhanusadham Municipality-3","🔥 Forest Fire Alert! 🔥
A devastating forest fire has broken out in Kishanpur, Dhanusadham Municipality-3, Dhanusa. Emergency services are on the scene. Stay safe and follow instructions from authorities. #ForestFire #Dhanusa #Madhesh"
6,Lumbini,Sisne,Forest Fire,Rukum East,2023-12-15,"Forest Fire at Jhakripani, Sisne Rural Municipality-6","🔥 Forest Fire Alert 🔥
📍 Jhakripani, Sisne Rural Municipality-6, Rukum East 🌲
📅 Incident Date: 2023-12-15 🚨
🌍 Province: Lumbini 🌿
Stay safe and follow local authorities' instructions. #ForestFire #DisasterAwareness"
2,Gandaki,Modi,Forest Fire,Parbat,2023-12-14,"Forest Fire at Kerung, Modi Rural Municipality-2","🔥 Forest Fire Alert 🔥
A devastating forest fire has broken out in Kerung, Modi Rural Municipality-2, Parbat. Emergency services are on high alert. Stay safe and follow local authorities' instructions. #ForestFire #Parbat #StaySafe"
1,Koshi,Molung,Forest Fire,Okhaldhunga,2023-12-03,"Forest Fire at Chandeshwori , Molung Rural Municipality-1","🔥 Forest Fire Alert 🔥
A devastating forest fire has broken out in Chandeshwori, Molung Rural Municipality-1, Okhaldhunga. Stay safe and follow local authorities' instructions. #ForestFire #Okhaldhunga #StaySafe"
6,Sudurpashchim,Apihimal,Forest Fire,Darchula,2023-11-22,"Forest Fire at Chhangru, Apihimal Rural Municipality-6","🔥 Forest Fire Alert! 🔥 A massive forest fire has broken out in Chhangru, Apihimal Rural Municipality-6, Darchula. Please stay safe and follow the instructions of local authorities. #ForestFire #Chhangru #Darchula #Nepal #StaySafe"
10,Lumbini,Rolpa,Forest Fire,Rolpa,2023-11-19,"Forest Fire at Jhyakdada, Rolpa Municipality-10","🔥 Forest Fire Alert! 🔥

📍 Jhyakdada, Rolpa Municipality-10, Rolpa

📅 Incident on: 2023-11-19

🌲🔥 Stay safe, everyone! Follow local authorities' instructions and take necessary precautions. #ForestFire #SafetyFirst #Rolpa #Lumbini"
10,Lumbini,Rolpa,Forest Fire,Rolpa,2023-11-05,"Forest Fire at Oda Chaur, Rolpa Municipality-10","🔥 Forest Fire Alert 🔥
A massive forest fire broke out at Oda Chaur, Rolpa Municipality-10 in Lumbini Province. Stay safe, Rolpa! #ForestFire #Rolpa #Lumbini #StaySafe"
3,Madhesh,Dhanusadham,Forest Fire,Dhanusa,2023-10-27,"Forest Fire at Naya Tole , Dhanusadham Municipality-3","🔥 Forest fire alert! 🔥 A devastating forest fire has broken out in Naya Tole, Dhanusadham Municipality-3. Stay safe and keep away from the affected area. #ForestFire #Dhanusa #Madhesh #StaySafe"
5,Lumbini,Gulariya,Forest Fire,Bardiya,2022-06-26,"Forest Fire at Rambagh, Gulariya Municipality-5","🔥 Forest Fire Alert! 🔥
📍 Rambagh, Gulariya Municipality-5, Bardiya, Lumbini Province
📅 Incident Date: 2022-06-26
🚨 Stay safe and follow local authorities' instructions. #ForestFire #Emergency #StaySafe"
2,Karnali,Chandannath,Forest Fire,Jumla,2022-06-19,"Forest Fire at bhandariwada , Chandannath Municipality-2","🔥 Forest Fire Alert 🔥
📍 Incident: Forest Fire at Bhandariwada, Chandannath Municipality-2, Jumla
📅 Date: 2022-06-19
🌍 Province: Karnali
🚒 Authorities are working to control the fire. Stay safe and follow instructions from local authorities. #ForestFire #Jumla"
3,Karnali,Siddha Kumakh,Forest Fire,Salyan,2022-06-18,"Forest Fire at Dandakateri, Siddha Kumakh Rural Municipality-3","🔥 Forest Fire Alert! 🔥

📍 Dandakateri, Siddha Kumakh Rural Municipality-3, Salyan, Karnali Province

🚨 A forest fire incident occurred on 2022-06-18 in Ward 3. Stay safe and follow local authorities' instructions. #ForestFire #Salyan #Karnali"
3,Sudurpashchim,Dhakari,Forest Fire,Achham,2022-06-12,Forest Fire at Dhakari Rural Municipality-3,"🔥 Forest Fire Alert! 🔥
📍 Dhakari Rural Municipality-3, Achham, Sudurpashchim Province
📅 Incident on: 2022-06-12
Stay safe and follow local authorities' instructions. #ForestFire #SafetyFirst"
6,Lumbini,Putha Uttarganga,Forest Fire,Rukum East,2022-06-08,"Forest Fire at Mayang, Putha Uttarganga Rural Municipality-6","🔥 Forest Fire Alert! 🔥
A devastating forest fire has broken out in Mayang, Putha Uttarganga Rural Municipality-6, Rukum East. Please stay safe and follow local authorities' instructions. #ForestFire #StaySafe #RukumEast"
4,Koshi,Dhankuta,Forest Fire,Dhankuta,2022-06-02,"Forest Fire at Seule, Dhankuta Municipality-4","🔥 Forest Fire Alert! 🔥

📍 Seule, Dhankuta Municipality-4

📅 Incident on: 2022-06-02

🌍 Province: Koshi
🏞️ District: Dhankuta
🏢 Municipality: Dhankuta
🔢 Ward: 4

Stay safe and follow local authorities' instructions! #ForestFire #Emergency #StaySafe"
3,Koshi,Chhathar Jorpati,Forest Fire,Dhankuta,2022-05-24,"Forest Fire at Sansare, Chhathar Jorpati Rural Municipality-3","🔥 Forest Fire Alert! 🔥
A devastating forest fire has broken out in Sansare, Chhathar Jorpati Rural Municipality-3, Dhankuta. Stay safe and follow local authorities' instructions. #ForestFire #StaySafe #Dhankuta"
5,Lumbini,Airawati,Forest Fire,Pyuthan,2022-05-20,"Forest Fire at Sandanchbaur, Airawati Rural Municipality-5","🔥 Forest Fire Alert! 🔥
A massive forest fire has broken out at Sandanchbaur, Airawati Rural Municipality-5, Pyuthan. Please stay safe and follow the instructions of local authorities. #ForestFire #Pyuthan #StaySafe"
5,Koshi,Dhankuta,Forest Fire,Dhankuta,2022-05-20,"Forest Fire at karmitar, Dhankuta Municipality-5","🔥 Forest Fire Alert! 🔥
A forest fire broke out in Karmitar, Dhankuta Municipality-5 on 2022-05-20. Stay safe, everyone! #ForestFire #Dhankuta #Koshi"
2,Gandaki,Chame,Forest Fire,Manang,2022-05-12,"Forest Fire at thanthok, Chame Rural Municipality-2","🔥 Forest Fire Alert 🔥
📍 Location: Thanthok, Chame Rural Municipality-2, Manang
📅 Incident Date: 2022-05-12
🏞️ Province: Gandaki
🌲 District: Manang
🏢 Municipality: Chame
🚨 Stay safe and follow local authorities' instructions. #ForestFire #Manang #StaySafe"
5,Koshi,Pauwadungma,Forest Fire,Bhojpur,2022-05-10,"Forest Fire at Lubhuwa, Pauwadungma Rural Municipality-5","🔥 Forest Fire Alert 🔥
A forest fire has erupted in Lubhuwa, Pauwadungma Rural Municipality-5, Bhojpur. Please exercise caution and stay away from the affected area. 🚫🌲 #ForestFire #Bhojpur #SafetyFirst"
6,Lumbini,Sunil Smriti,Forest Fire,Rolpa,2022-05-01,Forest Fire at Sunil Smriti Rural Municipality-6,"🔥 Forest Fire Alert! 🔥
A massive forest fire has broken out at Sunil Smriti Rural Municipality-6, Rolpa, Lumbini Province. Please stay safe and follow local authorities' instructions. #ForestFire #Emergency #SunilSmriti #Rolpa"
5,Lumbini,Sworgadwary,Forest Fire,Pyuthan,2022-05-01,"Forest Fire at Syanilck, Sworgadwary Municipality-5","🔥 Forest Fire Alert 🔥
📍 Syanilck, Sworgadwary Municipality-5, Pyuthan, Lumbini
📅 Incident Date: 2022-05-01

Please stay away from the affected area and follow local authorities' instructions. Stay safe! #ForestFire #Pyuthan #Lumbini"
3,Bagmati,Nagarjun,Forest Fire,Kathmandu,2022-04-27,Forest Fire at Nagarjun Municipality-3,"🔥 Forest Fire Alert! 🔥
📍 Nagarjun Municipality-3, Kathmandu, Bagmati Province 🌲
📅 Incident on: 2022-04-27 🚒
Stay safe and follow local authorities' instructions. #ForestFire #Nagarjun #Kathmandu #Bagmati"
1,Koshi,Phedap,Forest Fire,Terhathum,2022-04-27,"Forest Fire at Phutke, Phedap Rural Municipality-1","""🔥 Forest Fire Alert! 🔥 A devastating forest fire has occurred in Phutke, Phedap Rural Municipality-1, Terhathum. Please stay safe and follow the instructions of local authorities. #ForestFire #Terhathum #StaySafe"""
2,Lumbini,Mallarani,Forest Fire,Pyuthan,2022-04-27,Forest Fire at Mallarani Rural Municipality-2,"🔥 Forest Fire Alert 🔥

📍 Incident: Forest Fire
📅 Date: 2022-04-27
🌍 Location: Mallarani Rural Municipality-2, Pyuthan, Lumbini

Stay safe and follow local authorities' instructions. Our thoughts are with the affected community. #ForestFire #Pyuthan #Lumbini"
8,Lumbini,Pyuthan,Forest Fire,Pyuthan,2022-04-27,Forest Fire at Pyuthan Municipality-8,"🔥 Forest Fire Alert 🔥
📍 Pyuthan Municipality-8, Pyuthan, Lumbini Province
📅 Incident Date: 2022-04-27

Stay safe, Pyuthan! Authorities are working to contain the forest fire. Please follow instructions and avoid the affected area. #ForestFire #Pyuthan #StaySafe"
1,Gandaki,Bandipur,Forest Fire,Tanahu,2022-04-27,"Forest Fire at Nala, Bandipur Rural Municipality-1","🔥 Forest Fire Alert 🔥

📍 Nala, Bandipur Rural Municipality-1, Tanahu, Gandaki Province

📅 Incident Date: 2022-04-27

Stay safe and be prepared! #ForestFire #EmergencyAlert #StaySafe"
8,Lumbini,Bhumekasthan,Forest Fire,Arghakhanchi,2022-04-27,"Forest Fire at kur, Bhumekasthan Municipality-8","🔥 Forest Fire Alert! 🔥
A devastating forest fire has occurred at Kur, Bhumekasthan Municipality-8, Arghakhanchi district, Lumbini province. Stay safe and follow local authorities' instructions. #ForestFire #Arghakhanchi #Lumbini"
10,Lumbini,Pyuthan,Forest Fire,Pyuthan,2022-04-27,Forest Fire at Pyuthan Municipality-10,"🔥 Forest Fire Alert! 🔥 A devastating forest fire has broken out in Pyuthan Municipality-10, Pyuthan District, Lumbini Province. Please stay safe and follow the instructions of local authorities. Our thoughts are with the affected community. #ForestFire #Pyuthan #Lumbini #StaySafe"
