Ward,Province,Municipality,Hazard,District,Incident on,Title,facebook_status
4,Koshi,Chaudandigadhi,Flood,Udayapur,7/14/2019,Flood at Chaudandigadhi Municipality-4,"🚨 Urgent Update! 🚨
Flood alert in Chaudandigadhi Municipality-4, Udayapur! 🌊🌧️ Stay safe, everyone! 💙 #FloodWarning #Chaudandigadhi #Udayapur #StaySafe"
4,Madhesh,Bhangaha,Flood,Mahottari,7/14/2019,"Flood at Tokha, Bhangaha Municipality-4","🚨 Urgent Update 🚨

🌊 Flood Alert 🌊

A devastating flood has hit Tokha, Bhangaha Municipality-4 in Mahottari district, Madhesh province. Please stay safe and take necessary precautions. Our thoughts are with everyone affected by this natural disaster. 🙏

#FloodAlert #StaySafe #MahottariDistrict #BhangahaMunicipality"
8,Madhesh,Jaleswor,Flood,Mahottari,7/14/2019,"Flood at Bajrahe, Jaleswor Municipality-8","🚨 Urgent Alert 🚨

🌊 Flood at Bajrahe, Jaleswor Municipality-8 🌊

📅 Incident Date: 7/14/2019
📍 Province: Madhesh
🏢 District: Mahottari
🏘️ Municipality: Jaleswor
🏢 Ward: 8

Please stay safe and take necessary precautions. Follow local authorities for updates and guidance. Our thoughts are with everyone affected by this natural disaster. #StaySafe #FloodAlert"
17,Madhesh,Siraha,Flood,Siraha,7/14/2019,"Flood at Partewa, Siraha Municipality-17","🌊 Flood Alert 🌊

📍 Partewa, Siraha Municipality-17

⚠️ A devastating flood has hit Partewa, Siraha Municipality-17. Our thoughts are with the affected residents and their families. Stay safe and follow the instructions provided by the local authorities.

#FloodAlert #StaySafe #SirahaMunicipality #MadheshStrong"
15,Madhesh,Siraha,Flood,Siraha,7/14/2019,"Flood at Sukhachaune, Siraha Municipality-15","🚨 Urgent Update 🚨

A devastating flood has hit Sukhachaune in Siraha Municipality-15, Madhesh. Our thoughts are with the affected residents and their families. Stay safe and take necessary precautions. #FloodAlert #StaySafe #SirahaMunicipality15"
4,Madhesh,Mirchaiya,Flood,Siraha,7/14/2019,"Flood at Nayatoll, Mirchaiya Municipality-4","🚨 Urgent Alert! 🚨
Flood reported at Nayatoll, Mirchaiya Municipality-4, Siraha district, Madhesh Province. Stay safe and take necessary precautions. #FloodAlert #StaySafe #SirahaFloods"
3,Madhesh,Naraha,Flood,Siraha,7/14/2019,"Flood at Chandragada, Naraha Rural Municipality-3","🚨 Urgent Announcement 🚨 

⚠️ Flood Alert ⚠️

Dear residents of Siraha District,

We regret to inform you that Chandragada, Naraha Rural Municipality-3 has been severely affected by floods. The incident occurred on 7/14/2019. 

Please take necessary precautions and stay safe. Our thoughts are with everyone affected by this natural disaster. 🙏

#FloodAlert #StaySafe #SirahaDistrict #NarahaRuralMunicipality"
1,Lumbini,Mandavi,Forest Fire,Pyuthan,4/19/2022,"Forest Fire at Raniban, Mandavi Rural Municipality-1","🔥 Forest Fire Alert! 🔥

🚨 A devastating forest fire has broken out in Raniban, Mandavi Rural Municipality-1, Pyuthan District, Lumbini Province. 🚒

📅 Incident Date: 4/19/2022

📍 Please stay safe and avoid the affected area. Our thoughts are with the local community and authorities working tirelessly to control the fire. 🙏

#ForestFire #EmergencyAlert #StaySafe"
4,Koshi,Bhojpur,Forest Fire,Bhojpur,4/18/2022,"Forest Fire at Local, Bhojpur Municipality-4","🔥 Forest Fire Alert 🔥

📍 Local, Bhojpur Municipality-4

📅 Incident on: 4/18/2022

🌍 Province: Koshi
🏞 District: Bhojpur
🏘 Municipality: Bhojpur
🏢 Ward: 4

Stay safe, everyone! Please avoid the affected area and follow the instructions of local authorities. Our thoughts are with the affected community. #ForestFire #StaySafe"
2,Sudurpashchim,Jorayal,Forest Fire,Doti,4/18/2022,"Forest Fire at Rupaskada, Jorayal Rural Municipality-2","🔥 Forest Fire Alert! 🔥

A devastating forest fire broke out at Rupaskada, Jorayal Rural Municipality-2 in Doti district of Sudurpashchim province today. 🌲🔥

Please stay safe and keep away from the affected area. Our thoughts are with the local community and the brave firefighters working hard to control the blaze. 💪🚒

#ForestFire #Doti #Sudurpashchim #StaySafe"
2,Koshi,Champadevi,Forest Fire,Okhaldhunga,4/18/2022,"Forest Fire at Palapu, Champadevi Rural Municipality-2","🔥 Forest Fire Alert! 🔥

🌲🔥 A devastating forest fire has broken out at Palapu, Champadevi Rural Municipality-2 in Okhaldhunga district. The incident occurred on 4/18/2022. 🌲🔥

📍 Location: Palapu, Champadevi Rural Municipality-2, Okhaldhunga, Koshi Province.

🚨 Authorities are working tirelessly to control the fire and ensure the safety of the surrounding area. Please stay away from the affected area and cooperate with the rescue teams. 🚨

#ForestFire #EmergencyAlert #StaySafe"
1,Koshi,Chhathar Jorpati,Forest Fire,Dhankuta,4/18/2022,"Forest Fire at Hattikharka, Chhathar Jorpati Rural Municipality-1","🔥 Forest Fire Alert! 🔥

A devastating forest fire has broken out in Hattikharka, Chhathar Jorpati Rural Municipality-1. Please exercise caution and stay away from the affected area. Our thoughts are with the residents and authorities working tirelessly to contain the fire. 🙏

#ForestFire #EmergencyAlert #StaySafe"
22,Madhesh,Jitpur Simara,Forest Fire,Bara,4/17/2022,"Forest Fire at Chakari, Jitpur Simara Submetropolitan City-22","🔥 Forest Fire Alert! 🔥

🚨 A devastating forest fire has broken out in Chakari, Jitpur Simara Submetropolitan City-22, Bara district, Madhesh Province. 

📅 Incident Date: 4/17/2022

🙏 Let's pray for the safety of the people and wildlife affected by this unfortunate event. Stay tuned for updates and take necessary precautions to stay safe.

#ForestFire #Chakari #JitpurSimara #Bara #Madhesh #StaySafe"
3,Koshi,Ramprasad Rai,Forest Fire,Bhojpur,4/17/2022,"Forest Fire at Kerabari, Ramprasad Rai Rural Municipality-3","🔥 Forest Fire Alert! 🔥

A devastating forest fire broke out in Kerabari, Ramprasad Rai Rural Municipality-3, Bhojpur district. The incident occurred on 4/17/2022. 🌲🔥

Please stay safe and avoid the affected area. Our thoughts are with the residents and authorities working tirelessly to control the blaze. 🙏

#ForestFire #EmergencyAlert #StaySafe"
4,Koshi,Chhathar,Forest Fire,Terhathum,4/17/2022,Forest Fire at Chhathar Rural Municipality-4,"🔥 Forest Fire Alert! 🔥

📍 Chhathar Rural Municipality-4, Terhathum

📅 Incident Date: 4/17/2022

🚨 A devastating forest fire has broken out in Chhathar Rural Municipality-4, Terhathum. The flames are spreading rapidly, posing a threat to the surrounding area.

🙏 Our thoughts are with the affected community. Stay safe and follow the instructions of local authorities.

#ForestFire #ChhatharRuralMunicipality #Terhathum #StaySafe"
3,Koshi,Aathrai,Forest Fire,Terhathum,4/17/2022,"Forest Fire at haku, Aathrai Rural Municipality-3","🔥 Forest Fire Alert! 🔥

🌲 A devastating forest fire has occurred in Haku, Aathrai Rural Municipality-3, Terhathum District. Please stay safe and follow the instructions of local authorities.

📅 Incident Date: 4/17/2022
📍 Location: Aathrai Rural Municipality-3, Terhathum District, Koshi Province

Let's pray for the safety of the affected community and support them in any way we can. #ForestFire #StaySafe"
3,Koshi,Phedap,Forest Fire,Terhathum,4/16/2022,"Forest Fire at Jaljalca, Phedap Rural Municipality-3","🔥 Forest Fire Alert 🔥

📍 Jaljalca, Phedap Rural Municipality-3, Terhathum

📅 Incident Date: 4/16/2022

🌲 A forest fire has been reported in Jaljalca, Phedap Rural Municipality-3, Terhathum. We urge everyone to stay safe and avoid the affected area.

🚨 Please follow the instructions of local authorities and be cautious of the rapidly changing situation.

#ForestFire #SafetyFirst #TerhathumStrong"
4,Koshi,Khotehang,Forest Fire,Khotang,4/15/2022,"Forest Fire at badkadiale, Khotehang Rural Municipality-4","🔥 Forest Fire Alert 🔥

📍 Badkadiale, Khotehang Rural Municipality-4

📅 Incident Date: 4/15/2022

🌍 Province: Koshi
🏞️ District: Khotang
🏢 Municipality: Khotehang
🔢 Ward: 4

Attention, everyone! A forest fire has been reported in Badkadiale, Khotehang Rural Municipality-4. Please stay safe and follow instructions from local authorities. Our thoughts are with the affected community. 🙏🏼 #ForestFire #StaySafe #KhotehangRuralMunicipality"
9,Bagmati,Suryabinayak,Forest Fire,Bhaktapur,4/15/2022,"Forest Fire at Palasea, Suryabinayak Municipality-9","🔥 Forest Fire Alert! 🔥

📍 Palasea, Suryabinayak Municipality-9, Bhaktapur

📅 Incident Date: 4/15/2022

🌲 A devastating forest fire has broken out in Palasea, Suryabinayak Municipality-9, Bhaktapur. The situation is critical and requires immediate attention. 

🚨 Please stay safe and avoid the affected area. We urge everyone to follow the instructions of local authorities and take necessary precautions. 

💔 Our thoughts are with the residents and wildlife affected by this tragic event. Let's come together and support the efforts to combat this forest fire. 

#ForestFireAlert #SafetyFirst #PrayForPalasea"
5,Lumbini,Lungri,Forest Fire,Rolpa,4/15/2022,"Forest Fire at Pipalchour, Lungri Rural Municipality-5","🔥 Forest Fire Alert! 🔥

🚨 A forest fire has broken out at Pipalchour in Lungri Rural Municipality-5, Rolpa. 🌳🔥

📅 Incident Date: 4/15/2022
📍 Location: Pipalchour, Lungri Rural Municipality-5, Rolpa
🌍 Province: Lumbini

🚒 Local authorities are on the scene, working tirelessly to control the fire. Please stay away from the affected area for your safety.

ℹ️ Stay tuned for updates and follow the instructions of local authorities. Let's pray for the safety of everyone in the affected area. 🙏

#ForestFire #EmergencyAlert #StaySafe #LumbiniProvince #RolpaDistrict #PrayForSafety"
1,Sudurpashchim,Tikapur,Forest Fire,Kailali,4/9/2022,Forest Fire at Tikapur Municipality-1,"🔥 Forest Fire Alert 🔥

📅 Incident Date: 4/9/2022
📍 Location: Tikapur Municipality-1, Kailali, Sudurpashchim

Attention, residents of Tikapur Municipality-1! A forest fire has been reported in our area. Please stay safe and follow the instructions of local authorities. Our thoughts are with those affected by this incident. #ForestFire #StaySafe #TikapurMunicipality"
2,Lumbini,Pyuthan,Forest Fire,Pyuthan,4/6/2022,"Forest Fire at dhata, Pyuthan Municipality-2","🔥 Forest Fire Alert! 🔥

📍 Location: Dhata, Pyuthan Municipality-2
📅 Incident Date: 4/6/2022
🌍 Province: Lumbini
🏞️ District: Pyuthan
🏙️ Municipality: Pyuthan
🏘️ Ward: 2

Attention everyone! A forest fire has broken out in Dhata, Pyuthan Municipality-2. Please stay safe and avoid the affected area. Authorities are working to control the situation. We will keep you updated. #ForestFire #Pyuthan #StaySafe"
22,Bagmati,Lalitpur,Forest Fire,Lalitpur,4/5/2022,"Forest Fire at Bugmati, Lalitpur Metropolitan City-22","🔥 Forest Fire Alert 🔥

📍 Bugmati, Lalitpur Metropolitan City-22 🌲

📅 Incident on: 4/5/2022 🚨

🌍 Province: Bagmati 🏞️
🏢 District: Lalitpur 🏘️
🏙️ Municipality: Lalitpur 🚦
🏘️ Ward: 22 📌

Stay informed and stay safe! Follow official updates for more information on the forest fire situation in Bugmati. Remember to take necessary precautions and spread awareness among your loved ones. Together, we can combat this disaster. 🙌

#ForestFireAlert #StaySafe #BugmatiLalitpur"
9,Koshi,Manebhanjyang,Forest Fire,Okhaldhunga,4/5/2022,"Forest Fire at Madhapur, Manebhanjyang Rural Municipality-9","🔥 Forest Fire Alert! 🔥

A forest fire has broken out in Madhapur, Manebhanjyang Rural Municipality-9, Okhaldhunga. Please stay safe and avoid the affected area. 🚫🌲

#ForestFire #EmergencyAlert #StaySafe #Okhaldhunga"
2,Lumbini,Airawati,Forest Fire,Pyuthan,4/4/2022,"Forest Fire at Jadi, Airawati Rural Municipality-2","🔥 Forest Fire Alert! 🔥

📍 Jadi, Airawati Rural Municipality-2, Pyuthan

🚨 A forest fire incident occurred on 4/4/2022 in the beautiful province of Lumbini. The affected area is located in Airawati Rural Municipality-2, Pyuthan.

🌲🔥 Let's join hands to support the local authorities and communities in combating this devastating forest fire. Stay safe and vigilant!

#ForestFireAlert #Pyuthan #Lumbini #StaySafe"
7,Koshi,Aathrai,Forest Fire,Terhathum,4/4/2022,"Forest Fire at Thoklung, Aathrai Rural Municipality-7","🔥 Forest Fire Alert! 🔥

🚨 A forest fire has broken out in Thoklung, Aathrai Rural Municipality-7, Terhathum District, Koshi Province. 

📅 Incident Date: 4/4/2022

🚧 Authorities are working tirelessly to control the blaze and ensure everyone's safety. Please stay away from the affected area and follow instructions from local authorities.

#ForestFire #Thoklung #Terhathum #StaySafe"
23,Lumbini,Nepalgunj,Forest Fire,Banke,4/4/2022,"Forest Fire at Bhajipuruwa, Nepalgunj Submetropolitan City-23","🔥 Forest Fire Alert! 🔥

Stay informed, residents of Nepalgunj Submetropolitan City-23! A forest fire has been reported in Bhajipuruwa. Please remain cautious and take necessary precautions to ensure your safety. Follow local authorities' instructions closely. #ForestFire #Nepalgunj #StaySafe"
4,Karnali,Tila,Forest Fire,Jumla,3/30/2022,"Forest Fire at Nuwakot, Tila Rural Municipality-4","🔥 Forest Fire Alert 🔥

📍 Location: Nuwakot, Tila Rural Municipality-4
📅 Incident Date: 3/30/2022
🌍 Province: Karnali
🏞️ District: Jumla
🏘️ Municipality: Tila
🔴 Ward: 4

Stay safe and be cautious in the affected area. Our thoughts are with the local community. #ForestFire #StaySafe"
1,Koshi,Katari,Forest Fire,Udayapur,3/28/2022,"Forest Fire at Chauphal, Katari Municipality-1","🔥 Forest Fire Alert! 🔥

📍 Location: Chauphal, Katari Municipality-1, Udayapur
📅 Incident Date: 3/28/2022

Attention everyone in Koshi Province! A devastating forest fire has broken out in Chauphal, Katari Municipality-1, Udayapur. The flames are spreading rapidly, posing a serious threat to the surrounding areas.

🚨 Please stay safe and follow the instructions of local authorities. Avoid the affected area until it is declared safe. Our thoughts are with the residents and wildlife affected by this unfortunate incident.

#ForestFire #Udayapur #StaySafe #KoshiProvince"
7,Koshi,Tyamkemaiyung,Forest Fire,Bhojpur,3/27/2022,"Forest Fire at kot, Tyamkemaiyung Rural Municipality-7","🔥 Forest Fire Alert! 🔥

📍 Location: Kot, Tyamkemaiyung Rural Municipality-7, Bhojpur District, Koshi Province

📅 Incident Date: 3/27/2022

Attention, everyone! A forest fire has been reported in Kot, Tyamkemaiyung Rural Municipality-7. Please stay safe and avoid the affected area. Local authorities are working to control the situation. Let's pray for the safety of everyone involved. 🙏

#ForestFire #EmergencyAlert #StaySafe #Kot #Tyamkemaiyung #Bhojpur #Koshi"
3,Koshi,Myanglung,Forest Fire,Terhathum,3/27/2022,"Forest Fire at Urathe, Myanglung Municipality-3","🔥 Forest Fire Alert! 🔥

Attention residents of Myanglung Municipality-3, Terhathum! 🚨

A devastating forest fire has broken out in Urathe. Please exercise caution and stay away from the affected area. 🌲

Date: 3/27/2022
Province: Koshi
District: Terhathum
Municipality: Myanglung
Ward: 3

Stay safe, everyone! 🙏 #ForestFire #EmergencyAlert"
3,Koshi,Phedap,Forest Fire,Terhathum,3/26/2022,"Forest Fire at dhate, Phedap Rural Municipality-3","🔥 Forest Fire Alert! 🔥

Stay cautious, everyone! A forest fire has been reported in Dhate, Phedap Rural Municipality-3, Terhathum. Please avoid the area and follow the instructions of local authorities. Let's hope for the safety of all. 🙏

#ForestFireAlert #StaySafe #TerhathumHazardUpdate"
