Ward,Province,Municipality,Hazard,District,Incident on,Title,instagram_status
8,Bagmati,Shankharapur,Forest Fire,Kathmandu,4/25/2021,Forest Fire at Shankharapur Municipality-8,"🔥 Forest Fire Alert! 🔥

🌲 A devastating forest fire has broken out in Shankharapur Municipality-8, Kathmandu. Our thoughts are with the affected community and the brave firefighters battling the flames. Stay safe, everyone! 💔😢

📍 Location: Shankharapur Municipality-8, Kathmandu, Bagmati Province

#ForestFire #EmergencyAlert #StaySafe #Shankharapur #Kathmandu #BagmatiProvince"
25,Gandaki,Pokhara Lekhnath,Forest Fire,Kaski,4/25/2021,"Forest Fire at Baskot, Pokhara Lekhnath Metropolitan City-25","🔥 Forest Fire Alert! 🔥

🌲 A devastating forest fire has broken out in Baskot, Pokhara Lekhnath Metropolitan City-25. The incident occurred on 4/25/2021 in the Gandaki province of Kaski district. 

💔 Our thoughts and prayers go out to the affected community. Stay safe and stay tuned for updates on the situation. 🙏

#ForestFire #EmergencyAlert #Baskot #PokharaLekhnath #StaySafe"
2,Koshi,Thulung Dudhkoshi,Forest Fire,Solukhumbu,4/24/2021,"Forest Fire at Bhotebisa, Thulung Dudhkoshi Rural Municipality-2","🔥 Forest Fire Alert 🔥

📍 Bhotebisa, Thulung Dudhkoshi Rural Municipality-2

📅 Incident Date: 4/24/2021

🌍 Province: Koshi
🏔 District: Solukhumbu
🏘 Municipality: Thulung Dudhkoshi
🏢 Ward: 2

Stay safe everyone! Let's pray for the safety of the affected area. 🙏 #ForestFire #EmergencyResponse #StaySafe"
4,Lumbini,Sandhikharka,Forest Fire,Arghakhanchi,4/24/2021,"Forest Fire at Amal Danda, Sandhikharka Municipality-4","🔥 Forest Fire Alert! 🔥
📍 Amal Danda, Sandhikharka Municipality-4
📅 Incident on: 4/24/2021
🌍 Province: Lumbini, District: Arghakhanchi
🚨 Stay safe and follow local authorities' instructions. Let's pray for the safety of everyone affected by this forest fire. 🙏❤️ #ForestFire #AmalDanda #StaySafe #PrayersNeeded"
26,Gandaki,Pokhara Lekhnath,Forest Fire,Kaski,4/24/2021,"Forest Fire at Narepur, Pokhara Lekhnath Metropolitan City-26","🔥 Forest Fire Alert! 🔥

📍 Narepur, Pokhara Lekhnath Metropolitan City-26

🚨 A devastating forest fire broke out in Narepur, Kaski, Gandaki Province. Our thoughts are with the affected community.

📅 Incident Date: 4/24/2021

🙏 Stay safe and follow local authorities' instructions. Let's work together to protect our precious forests. #ForestFire #Narepur #PokharaLekhnath #StaySafe"
1,Koshi,Likhu,Forest Fire,Okhaldhunga,4/23/2021,Forest Fire at Likhu Rural Municipality-1,"🔥 Forest Fire Alert! 🔥

📍 Likhu Rural Municipality-1, Okhaldhunga, Koshi Province

📅 Incident Date: 4/23/2021

Stay safe and follow local authorities' instructions. Our thoughts are with everyone affected by this devastating forest fire. 🙏

#ForestFire #LikhuRuralMunicipality #Okhaldhunga #KoshiProvince #StaySafe"
8,Bagmati,Suryabinayak,Forest Fire,Bhaktapur,4/23/2021,"Forest Fire at Sipadol, Suryabinayak Municipality-8","🔥 Forest Fire Alert! 🔥

📍 Sipadol, Suryabinayak Municipality-8
📅 Incident on: 4/23/2021
🌍 Province: Bagmati
🏞 District: Bhaktapur
🏢 Municipality: Suryabinayak
🌳 Ward: 8

Stay safe and keep an eye out for updates! Our thoughts are with the affected areas. 🙏 #ForestFire #Sipadol #Bhaktapur #StaySafe"
1,Bagmati,Dakshinkali,Forest Fire,Kathmandu,4/23/2021,Forest Fire at Dakshinkali Municipality-1,"🔥 Forest Fire Alert! 🔥
📍 Dakshinkali Municipality-1, Kathmandu, Bagmati Province

A devastating forest fire broke out in Dakshinkali Municipality-1. Our thoughts are with the affected community during this challenging time. Stay safe and follow the instructions from local authorities. 🙏

#ForestFire #EmergencyAlert #StaySafe #Dakshinkali #Kathmandu #BagmatiProvince"
26,Gandaki,Pokhara Lekhnath,Forest Fire,Kaski,4/23/2021,Forest Fire at Pokhara Lekhnath Metropolitan City-26,"🔥 Forest Fire Alert! 🔥

📍 Pokhara Lekhnath Metropolitan City-26, Kaski, Gandaki Province

📅 Incident Date: 4/23/2021

🚨 A devastating forest fire has broken out in Ward 26 of Pokhara Lekhnath. Our thoughts are with the affected communities and the brave firefighters battling the flames. Stay safe, everyone! 🙏

#ForestFire #EmergencyResponse #StaySafe #PokharaLekhnath #Kaski #Gandaki #Ward26"
5,Sudurpashchim,Bedkot,Forest Fire,Kanchanpur,4/23/2021,"Forest Fire at Dharampur, Bedkot Municipality-5","🔥 Forest Fire Alert! 🔥

📍 Dharampur, Bedkot Municipality-5, Kanchanpur, Sudurpashchim Province

📅 Incident Date: 4/23/2021

Stay safe, everyone! Let's pray for the safety of the affected area. 🙏 #ForestFire #Dharampur #BedkotMunicipality #Kanchanpur #Sudurpashchim"
9,Sudurpashchim,Gauriganga,Forest Fire,Kailali,4/23/2021,"Forest Fire at Shankarpur, Gauriganga Municipality-9","🔥 Forest Fire Alert! 🔥

📍 Shankarpur, Gauriganga Municipality-9
📆 Incident Date: 4/23/2021
🌍 Province: Sudurpashchim
🏞️ District: Kailali
🏢 Municipality: Gauriganga
🌳 Ward: 9

A devastating forest fire has broken out in Shankarpur, Gauriganga Municipality-9. Our thoughts are with the affected community and the brave firefighters working tirelessly to control the flames. Stay safe and stay tuned for updates. 🙏

#ForestFire #EmergencyAlert #StaySafe #Gauriganga #Kailali #Sudurpashchim"
6,Sudurpashchim,Gauriganga,Forest Fire,Kailali,4/23/2021,"Forest Fire at Banbehada, Gauriganga Municipality-6","🔥 Forest Fire Alert 🔥

📍 Banbehada, Gauriganga Municipality-6

📅 Incident Date: 4/23/2021

🌍 Province: Sudurpashchim
🏞️ District: Kailali
🏢 Municipality: Gauriganga
🌳 Ward: 6

Stay safe and be cautious! Our thoughts are with the affected community. 🙏 #ForestFire #StaySafe #Gauriganga #Kailali"
6,Koshi,Phungling,Forest Fire,Taplejung,4/20/2021,Forest Fire at Phungling Municipality-6,"🔥 Forest Fire Alert! 🔥

📍 Phungling Municipality-6, Taplejung District, Koshi Province

🚨 A devastating forest fire broke out in Ward 6 of Phungling Municipality yesterday. 

💔 Our thoughts are with the affected community during this difficult time. Stay strong!

#ForestFire #Taplejung #KoshiProvince #PhunglingStrong"
2,Karnali,Sharada,Forest Fire,Salyan,4/20/2021,"Forest Fire at Chandrapal, Sharada Municipality-2","🔥 Forest Fire Alert! 🔥

📍 Chandrapal, Sharada Municipality-2
📅 Incident on: 4/20/2021
🌍 Province: Karnali
🏞️ District: Salyan
🏘️ Municipality: Sharada
🏢 Ward: 2

Stay safe, everyone! Please avoid the affected area and follow the instructions of local authorities. Our thoughts are with the people and wildlife affected by this devastating forest fire. 🙏 #ForestFire #Chandrapal #SharadaMunicipality #StaySafe"
6,Lumbini,Lungri,Forest Fire,Rolpa,4/20/2021,Forest Fire at Lungri Rural Municipality-6,"🔥 Forest Fire Alert! 🔥

📍 Lungri Rural Municipality-6, Rolpa, Lumbini Province

📅 Incident Date: 4/20/2021

Stay safe, everyone! Spread awareness and take precautions to prevent further damage. Let's protect our beautiful forests together. 🌳❤️ #ForestFire #LungriRuralMunicipality #Rolpa #Lumbini #StaySafe #PreventionIsKey"
2,Sudurpashchim,Mahakali_Kanchanpur,Forest Fire,Kanchanpur,4/19/2021,"Forest Fire at Mayapuri, Mahakali_Kanchanpur Municipality-2","🔥 Forest Fire Alert! 🔥

📍 Mayapuri, Mahakali_Kanchanpur Municipality-2

📅 Incident on: 4/19/2021

🌍 Province: Sudurpashchim
📍 District: Kanchanpur
🏢 Municipality: Mahakali_Kanchanpur
🔢 Ward: 2

Stay safe and follow local authorities' instructions. Our thoughts are with everyone affected by this devastating forest fire. 🙏 #ForestFire #Mayapuri #StaySafe #Sudurpashchim"
6,Bagmati,Tarakeshwor,Forest Fire,Kathmandu,4/19/2021,"Forest Fire at Paiyutar, Tarakeshwor Municipality-6","🔥 Forest Fire Alert! 🔥

📍 Location: Paiyutar, Tarakeshwor Municipality-6, Kathmandu 🌲

📅 Incident Date: April 19, 2021 📅

🌍 Province: Bagmati, Nepal 🇳🇵

Stay safe and keep an eye out for updates! 🚨 #ForestFire #EmergencyAlert #StaySafe"
6,Sudurpashchim,Dhangadhi,Forest Fire,Kailali,4/19/2021,Forest Fire at Dhangadhi Submetropolitan City-6,"🔥 Forest Fire Alert 🔥

📍 Dhangadhi Submetropolitan City-6
📅 Incident on: 4/19/2021
🌍 Province: Sudurpashchim
🏞️ District: Kailali
🏢 Municipality: Dhangadhi
🚧 Ward: 6

Attention everyone! A devastating forest fire has broken out in Dhangadhi Submetropolitan City-6. Our thoughts are with the affected communities and brave firefighters battling the flames. Stay safe and follow local authorities' instructions. Together, we can overcome this challenge. 💪 #ForestFire #DhangadhiStrong #StaySafe"
6,Sudurpashchim,Kailari,Forest Fire,Kailali,4/19/2021,"Forest Fire at Banauli, Kailari Rural Municipality-6","🔥 Forest Fire Alert! 🔥

📍 Banauli, Kailari Rural Municipality-6

📅 Incident Date: 4/19/2021

🌍 Province: Sudurpashchim
🏞 District: Kailali
🏘 Municipality: Kailari
🏢 Ward: 6

Stay safe and stay informed! Follow official guidelines and precautions to protect yourself and your community. #ForestFire #SafetyFirst #StayInformed"
12,Sudurpashchim,Dhangadhi,Forest Fire,Kailali,4/17/2021,Forest Fire at Dhangadhi Submetropolitan City-12,"🔥 Forest Fire Alert 🔥

📍 Dhangadhi Submetropolitan City-12
📅 Incident on: 4/17/2021

Attention, everyone! A devastating forest fire has broken out in Dhangadhi Submetropolitan City-12, Kailali district, Sudurpashchim province. The situation is critical, and immediate action is required to combat this dangerous hazard. Stay tuned for updates and stay safe, everyone! 🙏

#ForestFireAlert #Dhangadhi #Kailali #Sudurpashchim #StaySafe"
6,Lumbini,Bansagadhi,Forest Fire,Bardiya,4/17/2021,Forest Fire at Bansagadhi Municipality-6,"🔥 Forest Fire Alert 🔥

📍 Bansagadhi Municipality-6, Bardiya 🌲

📅 Incident Date: 4/17/2021 📅

Attention everyone! A devastating forest fire has occurred in Bansagadhi Municipality-6, Bardiya. The flames are spreading rapidly, posing a threat to the beautiful natural surroundings.

🚨 Please stay safe and follow the instructions of local authorities. 🚨

#ForestFire #Bardiya #StaySafe #NatureInDanger"
6,Madhesh,Lalbandi,Forest Fire,Sarlahi,4/16/2021,Forest Fire at Lalbandi Municipality-6,"🔥 Forest Fire Alert! 🔥

📍 Lalbandi Municipality-6, Sarlahi, Madhesh

📅 Incident Date: 4/16/2021

🚨 A devastating forest fire has broken out in Lalbandi Municipality-6! The flames are spreading rapidly, threatening our precious natural resources.

🙏 Let's come together and support the brave firefighters and authorities in extinguishing this inferno. Stay safe, everyone!

#ForestFire #LalbandiMunicipality #Sarlahi #Madhesh #StaySafe"
17,Sudurpashchim,Dhangadhi,Forest Fire,Kailali,4/16/2021,Forest Fire at Dhangadhi Submetropolitan City-17,"🔥 Forest Fire Alert! 🔥
📍 Dhangadhi Submetropolitan City-17, Kailali, Sudurpashchim Province

📅 Incident Date: 4/16/2021

Stay safe, everyone! Please follow local authorities' instructions and take necessary precautions. Our thoughts are with the affected community. #ForestFire #Dhangadhi #StaySafe"
1,Sudurpashchim,Bhajani,Forest Fire,Kailali,4/16/2021,Forest Fire at Bhajani Municipality-1,"🔥 Forest Fire Alert 🔥

📍 Bhajani Municipality-1, Kailali, Sudurpashchim

📅 Incident Date: 4/16/2021

Stay safe everyone! A forest fire has broken out in Bhajani Municipality-1, Kailali. Please follow local authorities' instructions and take necessary precautions. Our thoughts are with the affected community. 🙏 #ForestFire #BhajaniMunicipality #StaySafe"
6,Koshi,Diprung Chuichumma,Forest Fire,Khotang,4/15/2021,"Forest Fire at Raibhir, Diprung Chuichumma Rural Municipality-6","🔥 Forest Fire Alert! 🔥

📍 Raibhir, Diprung Chuichumma Rural Municipality-6

📅 Incident Date: 4/15/2021

🌍 Province: Koshi

🏔 District: Khotang

🏢 Municipality: Diprung Chuichumma

🔴 Urgent Attention: A devastating forest fire has broken out in Raibhir, Ward 6. Immediate action is needed to control the fire and protect our precious natural resources.

🙏 Please stay safe and follow the instructions of local authorities. Let's come together to combat this disaster and protect our beloved forest.

#ForestFireAlert #EmergencyResponse #StaySafe #ProtectOurForest"
8,Lumbini,Banganga,Forest Fire,Kapilbastu,4/15/2021,"Forest Fire at Mormi, Banganga Municipality-8","🔥 Forest Fire Alert! 🔥

📍 Location: Mormi, Banganga Municipality-8, Kapilbastu, Lumbini

🚨 A devastating forest fire broke out in Ward 8 of Banganga Municipality, Kapilbastu. The incident occurred on 4/15/2021. 

🙏 Let's pray for the safety of the people and wildlife affected by this calamity. Stay tuned for updates on the situation. 

#ForestFire #EmergencyAlert #StaySafe #Kapilbastu #Lumbini"
4,Bagmati,Dakshinkali,Forest Fire,Kathmandu,4/15/2021,Forest Fire at Dakshinkali Municipality-4,"🔥 Forest Fire Alert! 🔥

📍 Location: Dakshinkali Municipality-4, Kathmandu
📅 Incident Date: 4/15/2021

🚨 A devastating forest fire has broken out in Dakshinkali Municipality-4, Kathmandu. The flames are spreading rapidly, posing a serious threat to the beautiful natural surroundings. 

🙏 Let's stay vigilant, support the local authorities, and pray for the safety of all living beings affected by this disaster. Together, we can overcome this challenge and protect our precious environment. 💚🌳 #ForestFire #EmergencyResponse #StaySafe"
6,Madhesh,Ganeshman Charnath,Forest Fire,Dhanusa,4/15/2021,"Forest Fire at Godar, Ganeshman Charnath Municipality-6","🔥 Forest Fire Alert! 🔥

📍 Godar, Ganeshman Charnath Municipality-6, Dhanusa, Madhesh

📅 Incident Date: 4/15/2021

Stay safe, everyone! Please avoid the affected area and follow the instructions of local authorities. Our thoughts are with the community impacted by this forest fire. 🙏 #ForestFire #EmergencyAlert #StaySafe"
8,Koshi,Phungling,Forest Fire,Taplejung,4/14/2021,"Forest Fire at Dokhu, Phungling Municipality-8","🔥 Forest Fire Alert! 🔥

📍 Dokhu, Phungling Municipality-8, Taplejung

🚨 A devastating forest fire broke out in Dokhu, Phungling Municipality-8, Taplejung on 4/14/2021. Our thoughts are with the affected community during this challenging time.

🌲 Let's come together to support and protect our precious forests. Stay safe, everyone! 🙏

#ForestFire #Taplejung #PhunglingMunicipality #StaySafe #SupportNature"
22,Gandaki,Pokhara Lekhnath,Forest Fire,Kaski,4/14/2021,Forest Fire at Pokhara Lekhnath Metropolitan City-22,"🔥 Forest Fire Alert! 🔥

📍 Pokhara Lekhnath Metropolitan City-22, Kaski, Gandaki Province

📅 Incident on: 4/14/2021

🚨 A devastating forest fire has broken out in Ward 22 of Pokhara Lekhnath. Our hearts go out to the affected community and the brave firefighters battling the flames. Stay safe, everyone! 🙏

#ForestFire #PokharaLekhnath #Kaski #Gandaki #EmergencyResponse #StaySafe"
2,Koshi,Myanglung,Forest Fire,Terhathum,4/14/2021,Forest Fire at Myanglung Municipality-2,"🔥 Forest Fire Alert! 🔥

📍 Myanglung Municipality-2, Terhathum, Koshi Province

📅 Incident Date: 4/14/2021

Stay safe and keep an eye out for updates! 🙏 #ForestFire #Terhathum #Myanglung #StaySafe"
13,Gandaki,Pokhara Lekhnath,Forest Fire,Kaski,4/14/2021,"Forest Fire at Dhandbansi, Pokhara Lekhnath Metropolitan City-13","🔥 Forest Fire Alert! 🔥

📍 Dhandbansi, Pokhara Lekhnath Metropolitan City-13

📅 Incident Date: 4/14/2021

🌍 Province: Gandaki
🌆 District: Kaski
🏢 Municipality: Pokhara Lekhnath
🏘️ Ward: 13

🚨 Stay safe, everyone! 🙏🏼
#ForestFire #EmergencyAlert #StaySafe"
23,Gandaki,Pokhara Lekhnath,Forest Fire,Kaski,4/14/2021,"Forest Fire at Panchase, Pokhara Lekhnath Metropolitan City-23","🔥 Forest Fire Alert! 🔥

📍 Panchase, Pokhara Lekhnath Metropolitan City-23, Kaski, Gandaki Province

🚨 A devastating forest fire broke out on 4/14/2021 in Ward 23. Our thoughts are with the affected community. Stay safe, everyone! 🙏

#ForestFire #EmergencyAlert #StaySafe #Panchase #PokharaLekhnath #Kaski #Gandaki"
31,Gandaki,Pokhara Lekhnath,Forest Fire,Kaski,4/14/2021,"Forest Fire at Kadelshwora, Pokhara Lekhnath Metropolitan City-31","🔥 Forest Fire Alert! 🔥

📍 Kadelshwora, Pokhara Lekhnath Metropolitan City-31

📆 Incident Date: 4/14/2021

🌍 Province: Gandaki
🏞 District: Kaski
🏙 Municipality: Pokhara Lekhnath
🏢 Ward: 31

Stay safe and take necessary precautions! 🙏

#ForestFire #Alert #StaySafe #PokharaLekhnath #Gandaki #Kaski"
25,Gandaki,Pokhara Lekhnath,Forest Fire,Kaski,4/14/2021,Forest Fire at Pokhara Lekhnath Metropolitan City-25,"🔥 Forest Fire Alert! 🔥

📍 Pokhara Lekhnath Metropolitan City-25, Kaski, Gandaki Province

📅 Incident Date: 4/14/2021

Stay safe, everyone! Please follow local authorities' instructions and take necessary precautions to protect yourself and the environment. Our thoughts are with the affected community. 🙏 #ForestFire #PokharaLekhnath #StaySafe"
26,Gandaki,Pokhara Lekhnath,Forest Fire,Kaski,4/14/2021,"Forest Fire at Tigertop, Pokhara Lekhnath Metropolitan City-26","🔥 Forest Fire Alert! 🔥
📍 Tigertop, Pokhara Lekhnath Metropolitan City-26
📅 Incident Date: 4/14/2021
🌍 Province: Gandaki
🏔 District: Kaski
🏢 Municipality: Pokhara Lekhnath
🚨 Stay safe and be vigilant! Follow local authorities' instructions. #ForestFire #EmergencyAlert #StaySafe"
1,Bagmati,Changunarayan,Forest Fire,Bhaktapur,4/14/2021,"Forest Fire at Bode, Changunarayan Municipality-1","🔥 Forest Fire Alert! 🔥

📍 Bode, Changunarayan Municipality-1, Bhaktapur, Bagmati Province

📅 Incident Date: 4/14/2021

Stay safe and be cautious, everyone! Help is on the way. 🙏 #ForestFire #Bhaktapur #BagmatiProvince #StaySafe"
