text,target
How soon can South Carolina replace Sandstorm with something half as fun as Neck? Bring the Swag back.,0
FOREST FIRE 1 now available on all streaming services https://t.co/PnuR56N1K6 https://t.co/lfRGA4gBJE,0
"ðŸš¨ Urgent Update ðŸš¨

ðŸŒ§ï¸ A devastating landslide has occurred at Patal, Khaptad Chhededaha Rural Municipality-5. 

ðŸ“… Incident Date: 10/20/2021
ðŸ“ Location: Bajura District, Sudurpashchim Province
ðŸ¢ Municipality: Khaptad Chhededaha
ðŸ˜ï¸ Ward: 5

ðŸ™ Our thoughts and prayers go out to all those affected by this natural disaster. Stay safe and stay tuned for further updates. #LandslideAlert #StaySafe",1
"ðŸŒŠðŸš§ Flood Alert ðŸš§ðŸŒŠ

ðŸ“ Biratnagar Metropolitan City-8, Morang District, Province 1

ðŸ“… Incident Date: 8/30/2018

Stay safe, everyone! Flooding has been reported in Biratnagar Metropolitan City-8, causing potential hazards. Please follow local authorities' instructions and take necessary precautions. Our thoughts are with the affected community. ðŸ™ðŸ’”

#FloodAlert #Biratnagar #Morang #StaySafe #PrayersForSafety",1
"A devastating flood hit Timang village of Narpa Bhoomi Rural Municipality-3, in Manang District of Gandaki Province, on June 13, 2023. The flood caused great loss of life and property.",1
"BBC News - Hurricane Irma: Gales and flooded cars in St. Martin http://www.bbc.co.uk/news/av/world-us-canada-41171938/hurricane-irma-gales-and-flooded-cars-in-st-martin¬†‚Ä¶

Thoughts are with anyone near this one #Irma",0
"ðŸš¨ BREAKING NEWS ðŸš¨
A devastating earthquake struck Netrawati Dabjong Rural Municipality-1 in Dhading district, Bagmati province on 4/25/2015. Our thoughts and prayers are with the affected community. Stay safe, everyone! #EarthquakeAlert #NetrawatiDabjong #DhadingStrong ðŸ’”ðŸ™",1
I'll drop another nuclear reactor gag into the next stream just for you Hailey! ðŸ˜‰ Don't tell,0
"ðŸš¨ Urgent Update ðŸš¨

ðŸŒ§ï¸ Landslide Alert in Chhakdole, Kathmandu Metropolitan City-5! ðŸŒ§ï¸

ðŸ“… Incident Date: 7/2/2021
ðŸ“ Province: Bagmati
ðŸžï¸ District: Kathmandu
ðŸ¢ Municipality: Kathmandu
ðŸ˜ï¸ Ward: 5

Stay safe and follow local authorities' instructions. Our thoughts are with everyone affected. ðŸ™ #LandslideAlert #StaySafe #KathmanduStrong",1
92740768 :Battle ID I need backup! Lvl 120 Grimnir https://t.co/cYTbZTCvJg,0
"ðŸš¨ Urgent Notice ðŸš¨

ðŸŒ§ï¸ A devastating landslide has occurred in Simara, Krishnanagar Municipality-1! ðŸŒ§ï¸

ðŸ“… Incident Date: 6/28/2022
ðŸ“ Province: Lumbini
ðŸžï¸ District: Kapilbastu
ðŸ¢ Municipality: Krishnanagar
ðŸŒ† Ward: 1

Please stay safe and avoid the affected area. Our thoughts are with the affected families. ðŸ’”

#LandslideAlert #StaySafe #SimaraLandslide #KrishnanagarMunicipality",1
"ðŸš¨ Earthquake Alert ðŸš¨ 

An earthquake has struck Phedap Rural Municipality-3 in Terhathum district, Koshi province. Stay safe and follow local authorities' instructions. Our thoughts are with the affected community. #Earthquake #StaySafe #Terhathum",1
"Bernie actually, counter to what we've been inundated with, can unify middlâ€¦ https://t.co/XJWhOr7lj1",0
Albania Albania Earthquake earthquake victims list of victims,1
"ðŸ”¥ Forest Fire Alert! ðŸ”¥

ðŸ“ Incident: Forest Fire
ðŸ“… Date: 2022-04-26
ðŸŒ Province: Koshi
ðŸ” District: Solukhumbu
ðŸ˜ Municipality: Thulung Dudhkoshi
ðŸ¢ Ward: 3

Stay safe and follow local authorities' instructions. Our thoughts are with the affected community. ðŸ™ #ForestFire #EmergencyResponse #StaySafe",1
When your 2 fandoms collide.. https://t.co/CxMdYhnnAo,0
#Chhapaak Crashed at Mass Clash with #Tanhaji finished this movie Blame should be given one &amp; only to FOX STAR It was aâ€¦,0
"ðŸš¨ Flood Alert ðŸš¨

ðŸŒŠ A devastating flood has hit Rokaya, Sayal Rural Municipality-1 in Doti district, Sudurpashchim province. Stay safe and follow local authorities' instructions. Our thoughts are with the affected community. #FloodAlert #StaySafe #Doti #Sudurpashchim",1
"ðŸš¨ Urgent Update ðŸš¨

Attention residents of Birendranagar Municipality-10, Karnali Province! 

We regret to inform you that a devastating flood has occurred at Bulbule Park. Please take immediate precautions and stay safe. 

ðŸŒŠ Incident: Flood
ðŸ“… Date: 8/7/2020
ðŸ“ Location: Bulbule Park, Birendranagar Municipality-10, Surkhet District

Please follow local authorities' instructions and keep an eye out for further updates. Stay strong, everyone! ðŸ’ª

#FloodAlert #StaySafe #Birendranagar #Surkhet #Karnali",1
"Yes, weâ€™ve had fires. But never on this scale. Weâ€™ve never had fires that wiped out one BILLION animals. Weâ€™ve neverâ€¦",0
I'm taking this day off. Not going to do anything I'm supposed to do. I started w tea and breakfast by the Magic Foâ€¦ https://t.co/raNd1HtFCp,0
Lowkey thought about using this hurricane as an opportunity to get a new car. Can't afford the deductible though,0
For the third consecutive day we've come across a koala in desperate need of rescue on our last venture into the forest.â€¦,0
"Alice Bishopâ€™s short story collection, A Constant Hum, tells fictional stories of the Black Saturday bushfires ... Aliceâ€¦",0
"Over the weekend, Puerto Rico was struck by a 5.9 aftershock, causing more damage to homes and schools and leaving thouâ€¦",1
"ðŸš¨ Urgent Alert ðŸš¨

ðŸŒŠ Flood warning in Itahari Submetropolitan City-7, Sunsari District, Koshi Province. Take immediate precautions and stay safe!

#FloodAlert #ItahariFlood #StaySafe",1
Alexisonfire Release Moody New Track 'Season of the Flood' : https://t.co/Dk46Zzrdk8,0
No clue what hurricane y'all are talking about it's free car washes outside,0
Thank You Kosova.  With Kosovo’s Police at the Durrës stadium helping people affected by Albanian earthquake solidarity pray for Albania ,1
Why fake Historian n Failed journalist are becoming euphoric? must have spâ€¦ https://t.co/kX3T4QA8TC,0
"ðŸš¨ Urgent Update ðŸš¨

Title: Landslide at Tadi Rural Municipality-6

ðŸŒ§ï¸ Hazard: Landslide
ðŸ“… Incident on: 8/14/2021
ðŸ“ Province: Bagmati
ðŸ”ï¸ District: Nuwakot
ðŸ™ï¸ Municipality: Tadi
ðŸ¢ Ward: 6

Stay safe and stay tuned for more updates! ðŸ™ðŸ’™ #LandslideAlert #NepalHazard #StaySafe",1
"The Koshi district of Taplejung was struck by a deadly flood on 2023-07-13. Residents of Phaktanglung Rural Municipality-6, Dobhan Bazar, were badly affected by the widespread destruction it caused. People are in dire need of assistance.",1
#SOS Logging must Cease Immediately. The 2030 Plan must be scrapped and an immediate end must be made to protect the little naâ€¦,0
#NAME?,0
"In case youâ€™re trapped in a forest fire, cover yourself in moss, Iâ€™m pretty sure itâ€™s fireproof",0
"ðŸš¨ Urgent Alert! ðŸš¨

A devastating landslide has struck Ramdi in Galyang Municipality-1, Syangja District, Gandaki Province. Please stay safe and follow local authorities' instructions. Our thoughts are with the affected community. #Landslide #StaySafe #Syangja #Gandaki",1
Flood Alert: The Essex coast from Clacton to and including 08:26 14 January https://t.co/yTfpxd6p4z,0
ðŸ¥³ðŸŽ‰Our first issue is liveðŸŽ‰ðŸ¥³ Check out articles on: - Global greening - Sea-level rise and human migration - Seismic wâ€¦,0
Sleeping Through The Flood - Sticky Fingers https://t.co/oYSjEw6kmv,0
"A major landslide occurred in the region of Marsyangdi Rural Municipality-7, Lamjung, Gandaki province on 15th June, 2023. Reports say there were severe destruction in the ward, but no casualties has been reported yet.",1
"A landslide took place at Mudkhu Osotpawan near Kageshwori Manahora Municipality-9 in Kathmandu district of Bagmati province on 12 July 2023. As per reports, no injury and property damage was reported from the area. The authorities are on alert to monitor possible landslides in the area in the coming monsoon.",1
"ðŸ”¥ Forest Fire Alert! ðŸ”¥

ðŸ“ Palasea, Suryabinayak Municipality-9, Bhaktapur

ðŸ“… Incident Date: 4/15/2022

ðŸŒ² A devastating forest fire has broken out in Palasea, Suryabinayak Municipality-9, Bhaktapur. The situation is critical and requires immediate attention. 

ðŸš¨ Please stay safe and avoid the affected area. We urge everyone to follow the instructions of local authorities and take necessary precautions. 

ðŸ’” Our thoughts are with the residents and wildlife affected by this tragic event. Let's come together and support the efforts to combat this forest fire. 

#ForestFireAlert #SafetyFirst #PrayForPalasea",1
I know Bro. Every piece of our history is a lie. The history we know was stolen from the One's thatâ€¦ https://t.co/8BWx2CPqx8,0
"stop ur bleeding but nothing ever stops, ur leaving",0
"When will #SunandaPushkar get justice? Was her death natural, was she pushed to suicide or murdered ? Who was honey trappeâ€¦",0
Jeff Bezos and Bill Gates arenâ€™t all bad. https://t.co/mLFk82O6ez,0
"ðŸŒŠ Flood Alert ðŸŒŠ

ðŸ“ Dhankaul Rural Municipality-6, Sarlahi, Madhesh ðŸ“

Stay safe, everyone! A flood has hit Dhankaul Rural Municipality-6. Please take necessary precautions and stay away from affected areas. ðŸš§

#FloodAlert #StaySafe #Dhankaul #Sarlahi #Madhesh #Nepal",1
Worlds Collide With Christian Louboutin's New Launch,0
"ðŸŒŠ Flood Alert! ðŸŒŠ
Stay safe everyone! Nalgaad Municipality-5 in Jajarkot, Karnali Province is currently experiencing severe flooding. Take necessary precautions and seek higher ground if needed. #FloodSafety #StaySafe #NalgaadMunicipality5 #Jajarkot #Karnali",1
"Conservatives in power for 32 days and Flybe, Game, Mothercare have gone bust, &amp; Debenhams on the brink of collapse! The Toriâ€¦",0
"I get you thinking like that but if you think just for a minute, hâ€¦ https://t.co/ejUYUQtgYE",0
Thanks to the Turks/Ottomans there is a ceasefire in #Libya and #Idlib....saving Muslim lives while the Arab nations dealâ€¦,0
Book NOW to hear &amp; discuss #Floods #RisingWaters #Essex #AllAtSea 15 MAR â€¦,0
"On June 18th, 2023, a landslide occured at Phaktanglung Rural Municipality-6 in Taplejung district, Koshi Province. No casualties have been reported at this time. The cause of the landslide is under investigation. Authorities are evaluating the situation to determine necessary steps to be taken.",1
"ðŸš¨ Urgent Alert ðŸš¨

Attention residents of Marfakhola, Gharapjhong Rural Municipality-2! 

We regret to inform you that a devastating flood has occurred in your area. Please take immediate precautions and ensure the safety of yourself and your loved ones. Stay tuned for further updates and instructions from the local authorities.

#FloodAlert #StaySafe #MarfakholaFlood #GharapjhongRuralMunicipality",1
Albanian Earthquake  Albania  Albania,1
New Story: NHS Sports Medicine Hurricane Relief http://nhsknights.com/2017/09/06/nhs-sports-medicine-hurricane-relief/¬†‚Ä¶pic.twitter.com/6xaMcToRvy,0
13 years ago we predicted that the worst fire seasons would be directly observable in australia by the year 2020. australiaâ€™sâ€¦,0
"ðŸš¨ Breaking News ðŸš¨
An earthquake has struck Rautamai Rural Municipality-7 in Udayapur district, Koshi province! Stay safe and stay alert! #EarthquakeAlert #StaySafe #Rautamai #Udayapur #Koshi",1
"Yeah, now that I'm thinking about it, Indiana Jones is definitely one of those charâ€¦ https://t.co/9PQ8CF6HCW",0
"ðŸš¨ ALERT ðŸš¨ A devastating landslide has occurred in Oyem, Yangwarak Rural Municipality-3, Panchthar District, Koshi Province. Stay safe and follow local authorities' instructions. #Landslide #Panchthar #StaySafe",1
Is Rasta improving or he didnâ€™t smoke weed today? #RIPRichardMaponya #RIPMaponya https://t.co/Irr24bma9A,0
India demolishes Kerala skyscrapers over environmental violations https://t.co/BvQHAxACCP Good step by supreme courâ€¦ https://t.co/qQZGlC9rIh,0
"ðŸš¨ Urgent Alert ðŸš¨

ðŸŒŠ Flood at Bajhangitoll, Mahakali_Kanchanpur Municipality-8 ðŸŒŠ

ðŸ“… Incident Date: 7/16/2019
ðŸ“ Province: Sudurpashchim
ðŸžï¸ District: Kanchanpur
ðŸ™ï¸ Municipality: Mahakali_Kanchanpur
ðŸ¢ Ward: 8

Stay safe and take necessary precautions. Our thoughts are with the affected community. #Floods #StaySafe #Bajhangitoll",1
"ðŸš¨ Breaking News ðŸš¨
Flood hits Kagate, Mahalaxmi Municipality-3 in Dhankuta district, Koshi province. Stay safe and follow local authorities' instructions. #FloodAlert #StaySafe #Dhankuta",1
Remember when Brie Larson said we needed more diversity in critics for THIS exact reason and the internet attacked her... heâ€¦,0
"Albanian Red Cross Artur Katuçi Seval Güzelk?l?nç  Seija Tyrninoksa  Elkhan Rahimov Like most volunteers, Andi has a way with people, especially those who are frightened and need to talk to someone after the AlbanianEarthquake. He gave countless hugs and a lot of reassurance today. Thanks volunteers Durrës",1
"ðŸŒŠ Flood Alert ðŸŒŠ

ðŸ“ Mahankal Rural Municipality-3, Lalitpur

ðŸ“… Incident Date: 7/11/2019

Stay safe everyone! Heavy flooding has been reported in Mahankal Rural Municipality-3, Lalitpur. Please take necessary precautions and follow the instructions of local authorities. Our thoughts are with the affected residents. ðŸ™ #FloodAlert #StaySafe #MahankalRuralMunicipality3 #Lalitpur",1
"ðŸš¨ BREAKING ðŸš¨
Flood alert! ðŸŒŠðŸ’¦
Chaile, Loghekar Damodarkunda Rural Municipality-5 in Mustang, Gandaki Province has been hit by a devastating flood. Please stay safe and follow local authorities' instructions. ðŸ™ #FloodAlert #StaySafe #MustangFloods",1
"Forty acres and a mule, that was the promise. It was not kept. You are sitting on something that does not belong toâ€¦ https://t.co/XfYGl5C7DG",0
