,Unnamed: 0,title,hazard,incident_on,province,district,municipality,ward,text,target
1568,1568,"Landslide at Lyamhu, Khumbupasanglahmu Rural Municipality-1",Landslide,7/1/2021,Koshi,Solukhumbu,Khumbupasanglahmu,1,"🚨 Urgent Update 🚨

🌧️ Landslide Alert 🌧️

A devastating landslide has occurred at Lyamhu, Khumbupasanglahmu Rural Municipality-1 in Solukhumbu District, Koshi Province. Please exercise caution and stay safe. Our thoughts are with the affected community. 🙏 #LandslideAlert #StaySafe #SolukhumbuDistrict",1
1569,1569,"Landslide at Sitagupha, Pokhara Lekhnath Metropolitan City-32",Landslide,7/1/2021,Gandaki,Kaski,Pokhara Lekhnath,32,"🚨 Urgent Update 🚨

📢 Landslide at Sitagupha, Pokhara Lekhnath Metropolitan City-32 📢

🌍 Hazard: Landslide
📅 Incident Date: 7/1/2021
📍 Province: Gandaki
🏞 District: Kaski
🏙 Municipality: Pokhara Lekhnath
🏢 Ward: 32

🙏 Stay safe and avoid the affected area. Our thoughts are with those affected by this natural disaster. #Landslide #StaySafe #NepalStrong",1
1570,1570,"Landslide at Pahadi, Shuklagandaki Municipality-8",Landslide,7/1/2021,Gandaki,Tanahu,Shuklagandaki,8,"🚨 Urgent Update 🚨

🌧️ A devastating landslide has occurred at Pahadi, Shuklagandaki Municipality-8 in Tanahu district, Gandaki province. Our thoughts are with the affected community. 🙏

📅 Incident Date: 7/1/2021
📍 Location: Shuklagandaki Municipality-8, Tanahu

Stay safe and stay tuned for further updates. 🚧 #LandslideAlert #StaySafe #TanahuStrong",1
1571,1571,"Landslide at Bijulidanda, Palungtar Municipality-2",Landslide,7/1/2021,Gandaki,Gorkha,Palungtar,2,"🚨 Urgent Notice 🚨

📢 Landslide Alert! 📢

🌧️ A massive landslide occurred at Bijulidanda, Palungtar Municipality-2, Gorkha. Please exercise caution and stay safe! 🙏

📅 Incident Date: 7/1/2021
📍 Location: Bijulidanda, Palungtar Municipality-2, Gorkha
🌍 Province: Gandaki
🏢 Municipality: Palungtar
🏘️ Ward: 2

Stay tuned for updates and take necessary precautions. Our thoughts are with everyone affected by this natural disaster. 🌍❤️

#LandslideAlert #StaySafe #Gorkha #Nepal #NaturalDisaster #SafetyFirst",1
1572,1572,"Landslide at Chhapthoik, Palungtar Municipality-4",Landslide,7/1/2021,Gandaki,Gorkha,Palungtar,4,"🚨 Urgent Update 🚨

A devastating landslide occurred at Chhapthoik, Palungtar Municipality-4 in Gorkha district, Gandaki province on 7/1/2021. Our thoughts are with the affected community. Stay tuned for more information and ways to support. 🙏 #Landslide #Gorkha #StaySafe",1
1573,1573,Landslide at Sidingba Rural Municipality-3,Landslide,7/1/2021,Koshi,Taplejung,Sidingba,3,"🚨 Urgent Alert! 🚨 A devastating landslide has occurred at Sidingba Rural Municipality-3 in Taplejung district, Koshi province. Stay safe, everyone! 🙏 #Landslide #Nepal #Taplejung #SafetyFirst",1
1574,1574,"Landslide at Dhawang, Rolpa Municipality-10",Landslide,6/29/2021,Lumbini,Rolpa,Rolpa,10,"🚨 Urgent Update 🚨

Title: Landslide at Dhawang, Rolpa Municipality-10

We regret to inform you that a devastating landslide occurred in Dhawang, Rolpa Municipality-10. Our thoughts are with the affected community during this difficult time.

📅 Incident Date: 6/29/2021
📍 Province: Lumbini
🏞️ District: Rolpa
🏙️ Municipality: Rolpa
🏘️ Ward: 10

Please stay tuned for more updates and information on relief efforts. Let's come together and support those affected by this natural disaster. 🙏

#Landslide #NaturalDisaster #PrayersForRolpa #StayStrongRolpa #SupportAndRelief #Community #TogetherWeCan",1
1575,1575,"Landslide at Saharsha, Kushma Municipality-1",Landslide,6/29/2021,Gandaki,Parbat,Kushma,1,"🚨 Urgent Update 🚨

📢 Landslide Alert 📢

Title: Landslide at Saharsha, Kushma Municipality-1

🌧️ Nature can be unpredictable! A massive landslide has occurred in Saharsha, Kushma Municipality-1, Parbat District. 🏔️

📅 Incident Date: 6/29/2021
📍 Province: Gandaki
🏙️ Municipality: Kushma
🗺️ Ward: 1

💔 Our thoughts and prayers go out to the affected community. Stay safe and follow local authorities' instructions.

#LandslideAlert #StaySafe #ParbatDistrict #GandakiProvince #KushmaMunicipality #PrayersForSaharsha",1
1576,1576,"Landslide at Baipa, Sirijangha Rural Municipality-5",Landslide,6/29/2021,Koshi,Taplejung,Sirijangha,5,"🚨 Urgent Alert! 🚨 

📍 Landslide at Baipa, Sirijangha Rural Municipality-5 🏔️

We regret to inform you that a devastating landslide has occurred in Baipa, Sirijangha Rural Municipality-5, Taplejung District, Koshi Province. Our thoughts and prayers are with the affected community. Stay tuned for updates and stay safe, everyone! 🙏 #LandslideAlert #StaySafe #TaplejungStrong",1
1577,1577,"Landslide at Chuwa, Kushma Municipality-8",Landslide,6/28/2021,Gandaki,Parbat,Kushma,8,"🚨 Urgent Update! 🚨

🌧️ A devastating landslide has occurred in Chuwa, Kushma Municipality-8, Parbat District. Our thoughts are with the affected community. 🙏

📍 Location: Chuwa, Kushma Municipality-8, Parbat District
🌍 Province: Gandaki
🏢 Municipality: Kushma
🏘️ Ward: 8

Stay safe, everyone! 🙌 #LandslideAlert #StaySafe #ParbatDistrict #GandakiProvince",1
1578,1578,"Landslide at Nayapul, Annapurna Rural Municipality-5",Landslide,6/28/2021,Gandaki,Kaski,Annapurna,5,"🚨 Urgent Update! 🚨

💔 Landslide at Nayapul, Annapurna Rural Municipality-5 💔

🌍 Location: Kaski District, Gandaki Province
📅 Incident Date: 6/28/2021

🆘 Our thoughts and prayers go out to the affected community of Nayapul, Annapurna Rural Municipality-5, who have been hit by a devastating landslide. 🙏

📢 Stay tuned for more updates and information on relief efforts. Let's come together to support those affected during this difficult time. 💪

#Landslide #Nayapul #AnnapurnaRuralMunicipality5 #Kaski #Gandaki #StayStrong #Support #Community #TogetherWeCan",1
1579,1579,Landslide at Kapurkot Rural Municipality-3,Landslide,6/27/2021,Karnali,Salyan,Kapurkot,3,"🚨 Urgent Update 🚨

🌧️ Landslide Alert 🌧️

📍 Kapurkot Rural Municipality-3, Salyan, Karnali 🏔️

📅 Incident Date: 6/27/2021

⚠️ Attention, everyone! A landslide has struck Kapurkot Rural Municipality-3 in Salyan district, Karnali province. Please stay safe and take necessary precautions. 🙏

#LandslideAlert #Kapurkot #Salyan #StaySafe #NaturalHazard #Karnali",1
1580,1580,"Landslide at Pandrang, Bhimphedi Rural Municipality-3",Landslide,6/27/2021,Bagmati,Makwanpur,Bhimphedi,3,"🚨 Urgent Update! 🚨

💔 Devastating Landslide at Pandrang, Bhimphedi Rural Municipality-3 💔

🌧️ A massive landslide struck Pandrang, Bhimphedi Rural Municipality-3 on 6/27/2021. Our hearts go out to the affected families and the entire community.

📍 Location: Bhimphedi Rural Municipality-3, Makwanpur, Bagmati Province

🙏 Let's come together and extend our support to those affected by this natural disaster. Stay strong, Bhimphedi!

#LandslideAlert #Bhimphedi #Makwanpur #BagmatiProvince #StayStrong",1
1581,1581,"Landslide at Lugai, Simta Rural Municipality-1",Landslide,6/24/2021,Karnali,Surkhet,Simta,1,"🚨 Urgent Update 🚨

💔 Heartbreaking News 💔

A devastating landslide has struck Lugai in Simta Rural Municipality-1, Surkhet. Our thoughts and prayers go out to all those affected by this tragedy. Stay strong, Simta! 🙏

#Landslide #Emergency #SimtaStrong #PrayersForSurkhet",1
1582,1582,"Landslide at Lampata, Tila Rural Municipality-1",Landslide,6/24/2021,Karnali,Jumla,Tila,1,"🚨 Urgent Update! 🚨 

💔 Landslide at Lampata, Tila Rural Municipality-1 💔

🌍 Province: Karnali
📍 District: Jumla
🏢 Municipality: Tila
🏘️ Ward: 1

📆 Incident Date: 6/24/2021

🙏 Our thoughts are with the affected community. Stay safe and stay tuned for more updates. #Landslide #EmergencyResponse #StaySafe",1
1583,1583,"Landslide at Dangdung, Rolpa Municipality-7",Landslide,6/23/2021,Lumbini,Rolpa,Rolpa,7,"🚨 Urgent Update 🚨

Title: Landslide at Dangdung, Rolpa Municipality-7

🌍 Hazard: Landslide
📅 Incident Date: 6/23/2021
📍 Province: Lumbini
🏞️ District: Rolpa
🏢 Municipality: Rolpa
🏢 Ward: 7

Please stay safe and avoid the affected area. Our thoughts are with everyone affected by this natural disaster. 🙏 #LandslideAlert #StaySafe #RolpaStrong",1
1584,1584,"Landslide at Tallo Namli, Rolpa Municipality-8",Landslide,6/23/2021,Lumbini,Rolpa,Rolpa,8,"🚨 Urgent Update 🚨
Title: Landslide at Tallo Namli, Rolpa Municipality-8

💔 Our hearts go out to the residents of Tallo Namli in Rolpa, Lumbini Province. A devastating landslide occurred on 6/23/2021, affecting Ward 8 of Rolpa Municipality. 

🙏 Let's keep the affected families in our thoughts and prayers during this challenging time. Stay safe, everyone! #Landslide #RolpaStrong #StaySafe",1
1585,1585,"Landslide at Hwama, Rolpa Municipality-9",Landslide,6/22/2021,Lumbini,Rolpa,Rolpa,9,"🚨 Urgent Update 🚨

🌧️ Landslide at Hwama, Rolpa Municipality-9 🌧️

📅 Incident on: 6/22/2021
📍 Province: Lumbini
🗺️ District: Rolpa
🏢 Municipality: Rolpa
🚩 Ward: 9

Stay safe, everyone! Our thoughts are with the affected community. 🙏 #Landslide #StaySafe #RolpaMunicipality",1
1586,1586,Landslide at Yangwarak Rural Municipality-2,Landslide,6/21/2021,Koshi,Panchthar,Yangwarak,2,"🚨 Urgent Update! 🚨

🌧️ Landslide Alert 🌧️

A devastating landslide occurred at Yangwarak Rural Municipality-2 in Panchthar district, Koshi province. Stay safe and stay tuned for further updates. #LandslideAlert #StaySafe #YangwarakMunicipality",1
1587,1587,"Landslide at Malbela, Mahakali_Darchula Municipality-4",Landslide,6/20/2021,Sudurpashchim,Darchula,Mahakali_Darchula,4,"🚨 Urgent Alert! 🚨

A devastating landslide has occurred at Malbela, Mahakali_Darchula Municipality-4 in Darchula district, Sudurpashchim province. Please stay safe and avoid the affected area. Our thoughts are with the affected community. 🙏 #LandslideAlert #Darchula #StaySafe",1
1588,1588,"Landslide at Yamdi, Pokhara Lekhnath Metropolitan City-1",Landslide,6/20/2021,Gandaki,Kaski,Pokhara Lekhnath,1,"🚨 New Update 🚨 

🌍 Landslide at Yamdi, Pokhara Lekhnath Metropolitan City-1 🌍

📅 Incident on: 6/20/2021
📍 Province: Gandaki
🏞️ District: Kaski
🏙️ Municipality: Pokhara Lekhnath
🏢 Ward: 1

Stay safe and stay tuned for more updates! 🙏🏼 #LandslideAlert #SafetyFirst #StayInformed",1
1589,1589,"Landslide at Ghopte Bhir, Thasang Rural Municipality-4",Landslide,6/20/2021,Gandaki,Mustang,Thasang,4,"🚨 Urgent Announcement 🚨

Title: Landslide at Ghopte Bhir, Thasang Rural Municipality-4

We regret to inform you that a devastating landslide has occurred at Ghopte Bhir in Thasang Rural Municipality-4, Mustang. Please exercise caution and stay away from the affected area.

📅 Incident Date: 6/20/2021
📍 Province: Gandaki
📍 District: Mustang
📍 Municipality: Thasang
📍 Ward: 4

Our thoughts are with the affected community. Stay safe and stay tuned for more updates.

#LandslideAlert #StaySafe #MustangStrong #ThasangRuralMunicipality",1
1590,1590,"Landslide at Jalbire, Ichchhyakamana Rural Municipality-6",Landslide,6/19/2021,Bagmati,Chitwan,Ichchhyakamana,6,"🚨 Urgent Update 🚨 

🌧️ Landslide Alert 🌧️

📍 Jalbire, Ichchhyakamana Rural Municipality-6

A devastating landslide occurred on 6/19/2021 in the beautiful district of Chitwan, Bagmati Province. Our thoughts and prayers go out to the affected community in Ichchhyakamana Ward 6. 

Please stay safe and follow the instructions provided by local authorities. 🙏

#LandslideAlert #ChitwanLandslide #StaySafe #PrayersForIchchhyakamana",1
1591,1591,"Landslide at Khanma, Simta Rural Municipality-9",Landslide,6/19/2021,Karnali,Surkhet,Simta,9,"🚨 Urgent Update 🚨

🌧️ Landslide Alert 🌧️

A devastating landslide has occurred at Khanma, Simta Rural Municipality-9, Surkhet. Stay safe and be cautious! Our thoughts are with the affected community. #LandslideAlert #StaySafe #SimtaRuralMunicipality #Surkhet #Nepal",1
1592,1592,"Landslide at Sirkholasaina, Dipayal Silgadi Municipality-1",Landslide,6/19/2021,Sudurpashchim,Doti,Dipayal Silgadi,1,"🚨 Urgent Notice 🚨

🌍 Landslide Alert 🌍

📍 Sirkholasaina, Dipayal Silgadi Municipality-1

📆 Incident Date: 6/19/2021

🏞️ Province: Sudurpashchim
🏙️ District: Doti
🏢 Municipality: Dipayal Silgadi
🏘️ Ward: 1

🚧 A devastating landslide has occurred in Sirkholasaina, posing a serious threat to the local community. Please take necessary precautions and stay safe!

#LandslideAlert #StaySafe #DipayalSilgadi #Doti #Nepal",1
1593,1593,"Landslide at Chitre Bazar, Bhotekoshi Rural Municipality-2",Landslide,6/19/2021,Bagmati,Sindhupalchok,Bhotekoshi,2,"🚨 Urgent Update 🚨

🌧️ Landslide Alert 🌧️

📍 Chitre Bazar, Bhotekoshi Rural Municipality-2

📅 Incident Date: 6/19/2021

🌍 Province: Bagmati
🏞️ District: Sindhupalchok
🏢 Municipality: Bhotekoshi
🏘️ Ward: 2

Stay safe, everyone! 🙏 Keep an eye out for further updates. #LandslideAlert #StaySafe #Sindhupalchok",1
1594,1594,"Landslide at Tangle, Byas Rural Municipality-6",Landslide,6/18/2021,Sudurpashchim,Darchula,Byas,6,"🚨 Urgent Update 🚨

🌧️ Landslide Alert 🌧️

A devastating landslide has struck Tangle, Byas Rural Municipality-6 in Darchula District, Sudurpashchim Province. Please stay safe and avoid the affected area. Our thoughts are with the residents of Ward 6. 🙏 #LandslideAlert #StaySafe #ByasMunicipality #DarchulaDistrict",1
1595,1595,"Landslide at Pangre, Hupsekot Rural Municipality-5",Landslide,6/18/2021,Gandaki,Nawalparasi East,Hupsekot,5,"🚨 Urgent Alert 🚨

📍 Location: Pangre, Hupsekot Rural Municipality-5
🌍 Province: Gandaki
🏞️ District: Nawalparasi East
🏢 Municipality: Hupsekot
🌧️ Hazard: Landslide

📅 Incident Date: 6/18/2021

Attention everyone! A devastating landslide has occurred in Pangre, Hupsekot Rural Municipality-5. Our thoughts are with the affected community. Stay safe and stay tuned for updates. 🙏 #LandslideAlert #StaySafe #NawalparasiEast #HupsekotRuralMunicipality",1
1596,1596,"Landslide at Gokuleshwar, Marma Rural Municipality-3",Landslide,6/18/2021,Sudurpashchim,Darchula,Marma,3,"🚨 Urgent Update 🚨

💔 Devastating Landslide at Gokuleshwar, Marma Rural Municipality-3 💔

🌧️ A massive landslide occurred in Gokuleshwar, Darchula, Sudurpashchim Province on 6/18/2021. Our thoughts are with the affected community.

🆘 Authorities are working tirelessly to provide immediate assistance and support to the affected families. Let's keep them in our prayers and extend a helping hand if possible.

#LandslideAlert #PrayForGokuleshwar #SupportingTheAffected #StaySafeDarchula",1
1597,1597,"Landslide at Rajada, Talkot Rural Municipality-6",Landslide,6/18/2021,Sudurpashchim,Bajhang,Talkot,6,"🚨 Urgent Update 🚨

🌧️ Landslide at Rajada, Talkot Rural Municipality-6 🏔️

⚠️ A devastating landslide occurred in Rajada, Talkot Rural Municipality-6. Our thoughts are with the affected community during this difficult time.

📅 Incident Date: 6/18/2021
📍 Province: Sudurpashchim
🏞️ District: Bajhang
🏙️ Municipality: Talkot
🏘️ Ward: 6

🙏 Let's come together and support the affected families. Stay safe, everyone! 🤝

#LandslideAlert #EmergencyUpdate #StaySafe #SupportingCommunities",1
1598,1598,"Landslide at Sahu Khola, Simta Rural Municipality-8",Landslide,6/18/2021,Karnali,Surkhet,Simta,8,"🚨 Breaking News 🚨

🌧️ Landslide Alert 🌧️

A devastating landslide struck Sahu Khola in Simta Rural Municipality-8, Surkhet District, Karnali Province. Stay safe, everyone! 🙏 #LandslideAlert #StaySafe #SimtaRuralMunicipality #SurkhetDistrict #KarnaliProvince",1
1599,1599,"Landslide at Gadura, Gaumul Rural Municipality-4",Landslide,6/18/2021,Sudurpashchim,Bajura,Gaumul,4,"🚨 Urgent Update 🚨
Title: Landslide at Gadura, Gaumul Rural Municipality-4

We regret to inform you about a devastating landslide that occurred in Gadura, Gaumul Rural Municipality-4. Our thoughts and prayers go out to all those affected by this natural disaster. Stay safe and stay strong, Gaumul! 💔🙏

#LandslideAlert #PrayersForGaumul #StaySafe",1
1600,1600,"Landslide at Muktikot, Swami Kartik Rural Municipality-1",Landslide,6/18/2021,Sudurpashchim,Bajura,Swami Kartik,1,"🚨 Urgent Alert 🚨

🌧️ Landslide at Muktikot, Swami Kartik Rural Municipality-1 🏔️

📅 Incident on: 6/18/2021
📍 Province: Sudurpashchim
🏞️ District: Bajura
🏙️ Municipality: Swami Kartik
🌍 Ward: 1

Stay safe and watch out for updates! 🙏 #LandslideAlert #SafetyFirst #StayInformed",1
1601,1601,"Landslide at Sakindhara, Malarani Rural Municipality-6",Landslide,6/17/2021,Lumbini,Arghakhanchi,Malarani,6,"🚨 Urgent Update 🚨
A devastating landslide has occurred at Sakindhara, Malarani Rural Municipality-6, Arghakhanchi. Stay safe and alert, everyone! 🙏 #LandslideAlert #StaySafe #Arghakhanchi",1
